CATEGORY,SUB CATEGORY,UNIT,DESIGNATION,NAME,VPN,MOBILE1,MOBILE2,STD,LANDLINE1,LANDLINE2, FAX,EMAIL,ADDRESS
CATEGORY,SOUTH ZONE,IDUKKI ,Kumily PS,,13440,94979 80375,,04869,223150,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Vandiperiyar PS,,13442,94979 80388,,04869,252244,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Peerumedu PS,,13444,94979 87097,94979 80381,04869,232085,232049,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Upputhara PS,,13443,94979 80386,,04869,244315,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Peruvanthanam PS,,13445,94979 80383,,04869,280347,,,,
CATEGORY,SOUTH ZONE,IDUKKI ,Vagamon PS,,13446,94979 75359,,04869,248250,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,District Police Chief,,12100,94979 96980,,0481,2564700,,2564700,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Dy SP [Admn],,12101,94979 90045,,0481,2564770,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,DPO,,12102,,,0481,2562204,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AA,,,94979 65329,,0481,2562204,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Manager,,,94979 65291,,0481,2562204,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AO,,,94979 65317,,0481,2562204,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Dy SP Special Branch,,12103,94979 90047,,0481,2563388,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Dy SP DCRB ,,12104,94979 90046,,0481,2564028,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Dy SP Narcotic Cel,,12105,94979 90048,,0481,2562304,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Dy SP District Crime Branch,,10167,94979 90049,,0481,2561304,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Inspector Women  Cell,,,94979 87085,,0481,2584299,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Women Helpline,,12113,94979 61605,,0481,2561414,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Cyber Cell,,,94979 76002,,0481,2561304,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Crime Stopper,,,1090,,0481,2585380,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC-I  AR Camp,,12106,94979 90262,,0481,2578614,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC-II AR Camp,,12106,94979 90263,,0481,2578614,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,RI-I AR Camp,,,94979 87350,,,,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,RI-II AR Camp,,,94979 87349,,,,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,IP Tele,,17750,94979 87448,,0481,2300171,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Police Club,,17933,,,0481,2560521,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Dy SP Kottayam,,12107,94979 90050,,0481,2564103,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,SI Control Room            ,,100,9497980357,,0481,2562034,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Thirunakkara Control Room,,,,,0481,2580100,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Vanitha PS,,,,,0481,2564299,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kottayam East PS,,12109,94979 87071,,0481,2560333,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kottayam East PS,,12108,94979 80326,,0481,2301144,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ayarkunnam PS,,12110,94979 80346,,0481,2546660,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Gandhinagar PS,,12111,94979 80320,,0481,2597210,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Traffic PS,,12112,94979 80353,,0481,2581578,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kottayam West PS,,12115,94979 87072,,0481,2567210,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kottayam West PS,,12114,94979 80328,,0481,2301199,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kumarakom PS,,12116,94979 80330,,0481,2524339,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ettumanoor PS,,12126,94979 87075,,0481,2535517,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ettumanoor PS,,12125,94979 80318,,0481,2539300,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Gandhinagar PS,,12111,94979 80320,,0481,2597210,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Dy SP Changanassery ,,,94979 61631,,0481,2422100,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Changanassery PS,,12118,94979 87073 ,,0481,2420100,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Changanassery PS,,12117,94979 80349,,0481,2400100,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Thrikkodithanam PS,,12119,94979 80352,,0481,2440200,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Control Room,,12120,,,0481,2410100,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Vakathanam PS,,12122,94979 87074,,0481,2462296,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Vakathanam PS,,12121,94979 80344,,0481,2464800,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Chingavanam PS,,12123,94979 80314,,0481,2430587,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Karukachal PS,,12124,94979 80324,,0481,2485126,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,SI Traffic ,,,94979 80356,,,,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Dy SP Kanjirappally,,12128,94979 90052,,0481,222222,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kanjirappally PS,,12129,94979 87076,94979 80323,0481,202800,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Mundakkayam PS,,12130,94979 80336,,04828,272317,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ponkunnam PS,,12132,94979 87077,,04828,221240,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ponkunnam PS,,12131,94979 80341,,04828,224640,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Pallikkathode PS,,12133,94979 80339,,0481,2551066,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Erumeli PS,,12135,94979 87078,94979 80317,04828,210233,247241,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Manimala PS,,12134,94979 80333,,04828,247141,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Pampady PS,,12136,94979 87079,94979 80340,0481,2505322,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Manarcaud PS,,12137,94979 80332,,0481,2370288,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Dy SP Pala,,12138,94979 90051,,0482,2210888,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Pala PS,,12139,94979 87080,94979 80337,0482,2212334,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Pala Traffic ,,,94979 80355,,04822,201025,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kidangoor PS,,12142,94979 80325,,04822,254195,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Erattupettah PS,,12150,94979 87084,,04822,272228,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Erattupettah PS,,12149,94979 80316,,,,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Melukkavu PS,,12151,94979 80335,,04822,219058,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Thidanadu PS,,12152,94979 80343,,04822,235295,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ramapuram PS,,12147,94979 87083,,04822,260252,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ramapuram PS,,12146,94979 80342,,04822,262777,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Marangattupally PS,,12148,94979 80334,,04822,251065,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Dy SP  Vaikom,,12157,94979 61628,,04829,231332,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Vaikom PS,,12141,94979 87081,,04829,231330,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Vaikom PS,,12140,94979 80347,,04829,216170,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Thalyolaparambu PS,,12158,94979 61438,,04829,239200,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kaduthuruthy PS,,12144,94979 87082,,04829,282323,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kaduthuruthy PS,,12143,94979 80322,,04829,282332,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Velloor PS,,12145,94979 80345,,04829,257160,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kuravilangadu PS,,12127,94979 80331,,0482,2230323,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Police Surgeon,,12153,,,0481,2597217,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,District Police Chief [DIG],,13100,94979 96990,,0484,2385000,,2385005,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Deputy Commr of Police L/O,,13102,94979 96986,,0484,2385001,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,DCP [Admn],,,94979 90061,,0484,2385007,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,CPO,,13103,,,0484,2385003,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Sr.AA,,13103,94979 65271,,0484,2385003,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Manager,,13103,94979 65302,,0484,2385003,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AO,,13103,94979 65323,,0484,2385003,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC Special Branch,,13104,94979 90062,,0484,2385002,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC DCRB,,13154,94979 90063,,0484,2366900,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC Narcotic Cell,,13106,94979 90065,,0484,2639696,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC District Crime Branch.,,13107,94979 90064,,0484,2544115,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,CMT AR City,,13108,94979 90235,,0484,2382352,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AR City / AR Camp ,,,,,0484,2382352,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,"AR Camp, Thrippunithura",,13109,,,0484,2780432,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC Control Room,,13110,94979 90066,,0484,2359200,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Control Room PS ,,13110,94979 87101,,0484,2359200,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Police Club,,17937,,,0484,2397063,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Crime Stopper ,,,1090,,,,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Inspector Women Cell,,,94979 87113,,0484,2780084,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC Traffic West,,13115,94979 90067,,0484,2394964,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Inspector Traffic West,,13116,94979 87099,,0484,2394218,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Traffic PS West,,,94979 80447,,0484,2394218,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Traffic Mattanchery Wing,,13118,94979 80451,,0484,2232112,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC Traffic East,,13117,94979 90068,,0484,2344852,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Insepctor Traffic East,,13117,94979 87100,,0484,2344852,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Traffic PS East,,13117,94979 80455,,0484,2344852,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Insepctor Traffic Thrippunithura ,,13119,94979 75436,,0484,2777737,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC Ernakulam,,13120,94979 90069,,0484,2394352,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ernakulam Central PS,,13121,94979 87103,94979 80427,0484,2394500,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Vanitha PS,,13122,94979 80443,,0484,2394250,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Mulavukad PS,,13123,94979 80417,,0484,2750772,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kadavanthara PS,,13124,94979 80407,,0484,2207844,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ernakulam North PS ,,13126,94979 87104,94979 80402,0484,2390280,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Palarivattom PS,,13127,94979 80425,,0484,2345850,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Eloor PS,,13128,94979 80401,,0484,2546365,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Cheranalloor PS,,13129,94979 80400,,0484,2430227,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Police Surgeon,,,98470 94500,,,,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC Mattancherry,,13131,94979 90070,,0484,2227925,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Mattancherry PS,,13132,94979 87106,94979 80432,0484,2224066,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kannamali PS,,13133,94979 80416,,0484,2247461,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Fort Kochi PS,,13135,94979 87107,9497980406,0484,2215055,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Harbour PS,,13136,94979 80408,,0484,2666005,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Palluruthy PS,,13137,94979 87108,94979 80418 ,0484,2232944,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Thoppumpady PS,,13138,94979 80423,,0484,2224033,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Inspector Coastal Police Fort Kochi,,,94463 95533,,,,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,"Fort Kochi, Coastal PS",,13152,94475 92001,,0484,2215006,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,AC Thrikkakara,,13139,94979 90071,,0484,2429117,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ernakulam Town South PS,,13141,94979 87105 ,,0484,2359350,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ernakulam Town South PS,,13140,94979 80405,,0484,2357171,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Panangad PS,,13142,94979 80420,,0484,2700201,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Maradu PS,,,94979 80421,,0484,2705659,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Thrippunithura (Hill Palace) PS,,13144,94979 87110,94979 80410,0484,2780228,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Ambalamedu PS,,13145,94979 80399,,0484,2720491,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Udayamperoor PS,,13146,94979 80434,,0484,2794089,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kalamassery PS,,13148,94979 87109,,0484,2532050,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kalamassery PS,,,94979 80412,,,,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Thrikkakara PS,,13149,94979 80424 ,,0484,2428665,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Elamakkara PS,,,94979 81235,,0484,2530700,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Infopark PS,,,9497962051,,0484,2426010,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Vanitha Helpline,,,1091,,0484,2359708,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Kerala Police Housing Society,,,9846101101,,0484,2313981,,,,
CATEGORY,SOUTH ZONE,KOTTAYAM,Police Credit Society,,,9495985175,,0484,2337775,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,District Police Chief,,13200,94979 96979 ,,0484,2623550,,2623550,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Dy SP [Admn.],,13201,94979 90072 ,,0484,2633550,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,DPO,,,,,0484,2624455,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,AA,,,94979 65330,,,2624455,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Manager,,,94979 65303,,0484,2624455,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,AO,,,94979 65324,,0484,2624455,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,"Dy SP, Special Branch",,13202,94979 90073,,0484,2623540,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,"Dy SP, DCRB",,13204,94979 90074,,0484,2630238,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Dy SP Narcotic Cell,,13205,94979 90076,,0484,2620210,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Dy SP District Crime Branch,,13206,94979 90075,,0484,2623122,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Crime Stopper,,,,,0484,2620172,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Women Cell,,13207,94979 87129,,0484,2624001,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,AR Kalamassery,,13208,,,0484,2542133,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Asst. Commandant-1,,,94979 90269,,0484,2542133,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Asst. Commandant-2,,,94979 87357,,0484,2542133,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,DySP Aluva,,13209,94979 90077,,0484,2624406,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Aluva PS,,13211,94979 87114,,0484,2624006,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Aluva PS,,13210,94979 80506,,0484,2627979,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Edathala PS,,,94979 75488,,0484,2838550,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Control Room Aluva,,13212,94979 80500,,0484,2621100,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Binanipuram PS,,13213,94979 80465,,0484,2607083,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Aluva West PS,,,94979 90270,,0484,2671101,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Traffic Unit Aluva,,,94979 80512,,0484,2623450,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,North Paravur PS,,13219,94979 87116,,0484,2445525,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,North Paravur PS,,13218,94979 80484,,0484,2443455,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Varapuzha PS,,13220,94979 80498,,0484,2513073,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Vadakkekara PS,,13222,94979 87117,,0484,2482016,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Vadakkekara PS,,13221,94979 80497,,0484,2484022,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Puthenvelikkara PS,,13223,94979 80494,,0484,2487098,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Njarakkal PS,,13225,94979 87119,, 0484,2492328,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Njarakkal PS,,13224,94979 80482,,0484,2495680,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Munambom PS,,13226,94979 80481,,0484,2488023,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Angamali PS,,13234,94979 87120,,0484,2452328,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Angamali PS,,13233,94979 80462,,0484,2456500,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Chengamanad PS,,13216,94979 80466,,0484,2474057,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Inspector Nedumbassery,,13256,94979 87128,,0484,2610611,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,SI Nedumbassery  ,,13256,94979 80518,,0484,2610611,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Airport Aid Post,,,94979 80501,,0484,2610115,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,,,,[Ext.] 2117,,,,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Dy SP Perumbavoor,,13227,94979 90078,,0484,2529880,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Perumbavoor PS,,13229,94979 87127,,0484,2591411,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Perumbavoor PS,,13228,94979 80487,,0484,2529903,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kodanad PS,,13230,94979 80471,,0484,2649015,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Traffic Unit Perumbavoor,,,94979 80515,,0484,2595009,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kunnathunadu PS,,13231,94979 87118,,0484,2688260,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kunnathunadu PS,,13255,94979 80476,,0484,2688360,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Thadiyittaparamba PS,,13232,94979 80496,,0484,2678260,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kuruppampady PS,,13237,94979 87121,,0484,2591511,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kuruppampady PS,,13236,94979 80477,,0484,2529936,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kottappady PS,,13238,94979 80475,,0485,2843213,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kalady PS ,,13217,94979 87115,,0484,2462360,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kalady PS ,,13215,94979 80468,,0484,2698370,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Ayyampuzha PS,,13235,94979 80464,,0484,2696660,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Dy SP Muvattupuzha,,13239,94979 90079,,0485,2832459,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Muvattupuzha PS,,13241,94979 87122,,0485,2832304,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Muvattupuzha PS,,13240,94979 80503,,0485,2836555,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Vazhakulam PS,,13242,94979 80499 ,,0485,2260258,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Traffic Unit,,,94979 62481,,0485,2831655,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Puthencruz PS,,13244,94979 87123,,0484,2760264,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Puthencruz PS,,19351,94979 80492,,0484,2760594,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Ramamangalam PS,,13245,94979 80495,,0484,2277223,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kalloorkadu PS,,13247,94979 87124,,0485,2289235,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kalloorkadu PS,,13246,94979 80470,,0485,2289199,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Pothanikadu PS,,13248,94979 80491,,0485,2562031,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kothamangalam PS,,13249,94979 87125,,0485,2862328,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kothamangalam PS,,19352,94979 80473,,0485,2860711,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kothamangalam Traffic ,,,94979 80516,,,,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Oonnukal PS,,13250,94979 80486,,0485,2855253,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Kuttampuzha PS,,13251,94979 80479,,0485,2588280,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Piravam PS,,13252,94979 87126,,0485,2242158,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Piravam PS,,19353,94979 80490,,0485,2242265,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Koothattukulam PS,,13253,94979 80472,,0485,2252323,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Mulanthuruthy PS,,13254,94979 80480,,0484,2740262,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Chottanikkara PS,,,94979 80517,,0484,2712200,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Cyber Cell,,,94979 76005,,,,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Spider Control,,,94979 80500,,,,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,K-23 (Angamali),,,94979 17101,,,,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,K-24 (Paravur),,,94979 62445,,,,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,K-25 (Muvattupuzha),,,94979 17100,,,,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Police Club (Aluva),,13160,,,0484,2608000,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Pink Control 1,,,9188352601,,0484,2605454,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Pink Control 2,,,9188352701,,0484,2973344,,,,
CATEGORY,SOUTH ZONE,ERNAKULAM RURAL,Pink Control Toll Free,,,18004256126,,,,,,,
CATEGORY,NORTH ZONE,NORTH ZONE,DGP [NZ] KKD ,,15500,94979 99998,,0495,2368500,,2368500,,
CATEGORY,NORTH ZONE,NORTH ZONE,Office,,15501,,,0495,2369190,,,,
CATEGORY,NORTH ZONE,NORTH ZONE,SP Traffic NZ,,,94979 63437,,0495,2769190,,,,
CATEGORY,NORTH ZONE,NORTH ZONE,Dy SP (MT) NZ,,15501,94979 90116,,0495,2369190,,,,
CATEGORY,NORTH ZONE,THRISSUR RANGE,IGP TSR Range,,14000,94979 98991,,0487,2425250,,,,
CATEGORY,NORTH ZONE,THRISSUR RANGE,[Fax],,14000,,,0487,2425250,,,,
CATEGORY,NORTH ZONE,THRISSUR RANGE,Office,,14001,,,0487,2424250,,,,
CATEGORY,NORTH ZONE,THRISSUR RANGE,AA,,14001,94979 65338,,0487,2424250,,,,
CATEGORY,NORTH ZONE,THRISSUR RANGE,SI Special Team,,14001,"94979  81173
94979 81174 ",,0487,2424250,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,District Police Chief,,10165,94979 96909 ,,0487,2423511,,2423511,,
CATEGORY,NORTH ZONE,THRISSUR CITY,AC  [Admn.],,10639,94979 75506,,0487,2427574,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,DPO,,10639,,,0487,2427574,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,AA,,10639,94979 62778,,0487,2427574,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,Manager,,10639,94979 80561,,0487,2427574,,,,
CATEGORY,NORTH ZONE,THRISSUR CITY,AO,,10639,94979 62574,,0487,2427574,,,,
